positionID,Entry,Entry name,Status,Protein names,Organism,Length,Gene name,High,Low,Medium,Not detected
Q9H2A7[30-205],Q9H2A7,CXL16_HUMAN,reviewed,C-X-C motif chemokine 16 (Scavenger receptor for phosphatidylserine and oxidized low density lipoprotein) (SR-PSOX) (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16),Homo sapiens (Human),254,CXCL16,,,,"exocrine glandular cells, trophoblastic cells, decidual cells, glandular cells, islets of Langerhans, ovarian stroma cells, macrophages, respiratory epithelial cells, non-germinal center cells, germinal center cells, pneumocytes, glandular cells, hepatocytes, squamous epithelial cells, glandular cells, melanocytes, glandular cells, glandular cells, cells in white pulp, cells in red pulp, peripheral nerve, fibroblasts, fibroblasts, glandular cells, smooth muscle cells, epidermal cells, bile duct cells, Langerhans, keratinocytes, fibroblasts, myocytes, glandular cells, cells in tubules, glandular cells, neuronal cells, glial cells, endothelial cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, neuronal cells, glial cells, myoepithelial cells, glandular cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, respiratory epithelial cells, cells in glomeruli, neuropil, squamous epithelial cells, glial cells, myocytes, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, cells in endometrial stroma, cells in seminiferous ducts, squamous epithelial cells, glandular cells, glandular cells, Leydig cells, urothelial cells, adipocytes, squamous epithelial cells, non-germinal center cells, germinal center cells"
Q14118[654-749],Q14118,DAG1_HUMAN,reviewed,Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)],Homo sapiens (Human),895,DAG1,trophoblastic cells,"glandular cells, keratinocytes, peripheral nerve/ganglion, smooth muscle cells, peripheral nerve, glandular cells, glandular cells, Leydig cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, exocrine glandular cells, ovarian stroma cells, respiratory epithelial cells, macrophages, cells in glomeruli, glandular cells, glandular cells, glandular cells, pneumocytes, endothelial cells, respiratory epithelial cells, glandular cells","myocytes, myocytes","endothelial cells, glandular cells, glandular cells, fibroblasts, Langerhans, squamous epithelial cells, urothelial cells, squamous epithelial cells, melanocytes, neuronal cells, fibroblasts, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, cells in seminiferous ducts, glandular cells, squamous epithelial cells, glandular cells, epidermal cells, glandular cells, neuropil, decidual cells, islets of Langerhans, follicle cells, squamous epithelial cells, non-germinal center cells, cells in endometrial stroma, germinal center cells, hepatocytes, bile duct cells, cells in tubules, neuronal cells, glial cells, glandular cells, squamous epithelial cells, cells in endometrial stroma, germinal center cells, non-germinal center cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, glial cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, glandular cells, adipocytes, myoepithelial cells"
Q96PD2[67-528],Q96PD2,DCBD2_HUMAN,reviewed,"Discoidin, CUB and LCCL domain-containing protein 2 (CUB, LCCL and coagulation factor V/VIII-homology domains protein 1) (Endothelial and smooth muscle cell-derived neuropilin-like protein)",Homo sapiens (Human),775,DCBLD2,Purkinje cells,"endothelial cells, glandular cells, glandular cells, squamous epithelial cells, glial cells, squamous epithelial cells, glandular cells, glandular cells, hematopoietic cells, lymphoid tissue, glial cells, endothelial cells, glial cells, peripheral nerve, peripheral nerve, cells in red pulp, non-germinal center cells, squamous epithelial cells, squamous epithelial cells, epidermal cells, melanocytes, germinal center cells, keratinocytes, Langerhans, non-germinal center cells, squamous epithelial cells, ovarian stroma cells, glandular cells, fibroblasts, myocytes","glandular cells, glandular cells, glandular cells, glandular cells, myocytes, respiratory epithelial cells, neuronal cells, myoepithelial cells, glandular cells, adipocytes, glandular cells, glandular cells, adipocytes, neuronal cells, cells in granular layer, cells in molecular layer, neuropil, neuronal cells, glandular cells, chondrocytes, fibroblasts, fibroblasts, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, glandular cells, cells in tubules, urothelial cells, hepatocytes, macrophages, respiratory epithelial cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, exocrine glandular cells, glandular cells, glandular cells, glandular cells","peripheral nerve/ganglion, cells in endometrial stroma, cells in endometrial stroma, cells in glomeruli, bile duct cells, smooth muscle cells, cells in white pulp, pneumocytes, germinal center cells"
P43146[26-1097],P43146,DCC_HUMAN,reviewed,Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC),Homo sapiens (Human),1447,DCC,neuronal projections,"neuronal cells, peripheral nerve, peripheral nerve, glandular cells, neuronal cells, cells in granular layer, Purkinje cells","glandular cells, glandular cells, neuropil","adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, glandular cells, adipocytes, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, squamous epithelial cells, glandular cells, glandular cells, non-germinal center cells, myocytes, glial cells, synapses, cells in glomeruli, glandular cells, germinal center cells, pneumocytes, macrophages, cells in tubules, bile duct cells, hepatocytes, respiratory epithelial cells, decidual cells, melanocytes, glandular cells, glandular cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, glandular cells, cells in seminiferous ducts, cells in white pulp, cells in red pulp, fibroblasts, fibroblasts, chondrocytes, smooth muscle cells, glandular cells, epidermal cells, Langerhans, keratinocytes, fibroblasts, myocytes, glandular cells, glandular cells, trophoblastic cells, squamous epithelial cells, Leydig cells, glandular cells, myoepithelial cells, respiratory epithelial cells, glial cells, cells in molecular layer, endothelial cells, glial cells, neuronal cells, glandular cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, endothelial cells, squamous epithelial cells, peripheral nerve/ganglion"
Q96JQ0[43-2940],Q96JQ0,PCD16_HUMAN,reviewed,Protocadherin-16 (Cadherin-19) (Cadherin-25) (Fibroblast cadherin-1) (Protein dachsous homolog 1),Homo sapiens (Human),3298,DCHS1,"glandular cells, glandular cells, Leydig cells, glandular cells, cells in white pulp, lymphoid tissue, hepatocytes, cells in tubules, myocytes, squamous epithelial cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells","Langerhans, keratinocytes, fibroblasts, myocytes, melanocytes, ovarian stroma cells, follicle cells, squamous epithelial cells, fibroblasts, smooth muscle cells, glandular cells, fibroblasts, peripheral nerve, pneumocytes, glial cells, endothelial cells, cells in molecular layer, glandular cells, adipocytes, hematopoietic cells, glial cells, germinal center cells, endothelial cells, macrophages, glial cells, cells in endometrial stroma, cells in endometrial stroma","glandular cells, glandular cells, exocrine glandular cells, trophoblastic cells, islets of Langerhans, glandular cells, epidermal cells, urothelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, glandular cells, cells in seminiferous ducts, cells in red pulp, respiratory epithelial cells, chondrocytes, glandular cells, non-germinal center cells, bile duct cells, neuropil, neuronal cells, Purkinje cells, cells in granular layer, neuronal cells, respiratory epithelial cells, myoepithelial cells, glandular cells, peripheral nerve/ganglion, cells in glomeruli, neuronal cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells","peripheral nerve, adipocytes"
P40126[1-492],P40126,TYRP2_HUMAN,reviewed,L-dopachrome tautomerase (DCT) (DT) (EC 5.3.3.12) (L-dopachrome Delta-isomerase) (Tyrosinase-related protein 2) (TRP-2) (TRP2),Homo sapiens (Human),519,DCT,melanocytes,,epidermal cells,"squamous epithelial cells, glandular cells, glandular cells, myocytes, glial cells, neuronal cells, glandular cells, cells in molecular layer, cells in tubules, bile duct cells, hepatocytes, macrophages, pneumocytes, germinal center cells, cells in glomeruli, glandular cells, cells in endometrial stroma, glandular cells, hematopoietic cells, lymphoid tissue, glandular cells, glandular cells, Purkinje cells, glial cells, neuronal cells, neuropil, glandular cells, squamous epithelial cells, endothelial cells, glandular cells, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, Leydig cells, glandular cells, glandular cells, myocytes, fibroblasts, keratinocytes, cells in seminiferous ducts, Langerhans, glandular cells, germinal center cells, non-germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, glandular cells, glandular cells, cells in white pulp, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, smooth muscle cells, fibroblasts, fibroblasts, peripheral nerve, cells in red pulp, adipocytes, glandular cells, adipocytes, respiratory epithelial cells, glial cells, neuronal cells, cells in granular layer, myoepithelial cells, endothelial cells"
P39656[1-446],P39656,OST48_HUMAN,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit),Homo sapiens (Human),456,DDOST,"respiratory epithelial cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, exocrine glandular cells, trophoblastic cells, glandular cells, glandular cells, glandular cells","cells in glomeruli, squamous epithelial cells, lymphoid tissue, myoepithelial cells, myocytes, neuronal cells, cells in endometrial stroma, glandular cells, epidermal cells","neuronal cells, urothelial cells, glandular cells, cells in tubules, hematopoietic cells, glandular cells, squamous epithelial cells, Purkinje cells, glandular cells, glandular cells, cells in endometrial stroma, hepatocytes, non-germinal center cells, cells in seminiferous ducts, Leydig cells, neuronal cells, glandular cells, germinal center cells, non-germinal center cells, macrophages, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, decidual cells, glandular cells, myocytes, pneumocytes","glial cells, squamous epithelial cells, adipocytes, adipocytes, bile duct cells, cells in granular layer, cells in molecular layer, endothelial cells, glial cells, neuropil, squamous epithelial cells, peripheral nerve/ganglion, endothelial cells, germinal center cells, chondrocytes, fibroblasts, peripheral nerve, chondrocytes, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, glial cells, smooth muscle cells, melanocytes, islets of Langerhans, fibroblasts, keratinocytes, Langerhans"
Q08345[21-417],Q08345,DDR1_HUMAN,reviewed,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),Homo sapiens (Human),913,DDR1,"glandular cells, squamous epithelial cells, glandular cells, neuronal cells, glandular cells, glandular cells, glandular cells, cells in tubules, glandular cells, squamous epithelial cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, Leydig cells, follicle cells, exocrine glandular cells, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, macrophages","endothelial cells, endothelial cells, germinal center cells, hepatocytes, glial cells, adipocytes, chondrocytes, cells in red pulp, squamous epithelial cells, smooth muscle cells, ovarian stroma cells, keratinocytes, glandular cells","neuropil, glial cells, peripheral nerve/ganglion, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, Purkinje cells, glandular cells, lymphoid tissue, hematopoietic cells, myocytes, glandular cells, glandular cells, neuronal cells, non-germinal center cells, cells in white pulp, fibroblasts, cells in seminiferous ducts, glandular cells, germinal center cells, non-germinal center cells, squamous epithelial cells, urothelial cells, glandular cells, respiratory epithelial cells, epidermal cells, islets of Langerhans, glandular cells, glandular cells, myocytes, melanocytes","adipocytes, cells in endometrial stroma, cells in molecular layer, pneumocytes, bile duct cells, cells in endometrial stroma, cells in glomeruli, peripheral nerve, fibroblasts, fibroblasts, Langerhans"
Q9NR61[27-529],Q9NR61,DLL4_HUMAN,reviewed,Delta-like protein 4 (Drosophila Delta homolog 4) (Delta4),Homo sapiens (Human),685,DLL4,"glandular cells, cells in tubules, bile duct cells, hepatocytes, glandular cells, glandular cells","squamous epithelial cells, myocytes, keratinocytes, urothelial cells, glandular cells, squamous epithelial cells, exocrine glandular cells, glial cells, respiratory epithelial cells, glandular cells, glandular cells, myocytes, peripheral nerve/ganglion, endothelial cells","glandular cells, glandular cells, trophoblastic cells, glandular cells, macrophages, Leydig cells, Purkinje cells, glandular cells, glandular cells, glandular cells, glandular cells","squamous epithelial cells, glandular cells, glandular cells, glandular cells, fibroblasts, Langerhans, melanocytes, epidermal cells, smooth muscle cells, fibroblasts, peripheral nerve, fibroblasts, cells in red pulp, cells in white pulp, glandular cells, glandular cells, non-germinal center cells, germinal center cells, cells in endometrial stroma, cells in glomeruli, decidual cells, germinal center cells, non-germinal center cells, respiratory epithelial cells, follicle cells, ovarian stroma cells, islets of Langerhans, pneumocytes, cells in seminiferous ducts, glandular cells, glial cells, cells in molecular layer, cells in granular layer, neuronal cells, myoepithelial cells, adipocytes, hematopoietic cells, lymphoid tissue, adipocytes, cells in endometrial stroma, squamous epithelial cells, glial cells, neuronal cells, neuronal cells, neuropil, endothelial cells, squamous epithelial cells, glandular cells"
Q96KC8[1-173],Q96KC8,DNJC1_HUMAN,reviewed,DnaJ homolog subfamily C member 1 (DnaJ protein homolog MTJ1),Homo sapiens (Human),554,DNAJC1,"neuronal cells, glandular cells, glandular cells, trophoblastic cells, decidual cells, exocrine glandular cells, respiratory epithelial cells, glandular cells, hematopoietic cells, respiratory epithelial cells, cells in molecular layer, glandular cells, Purkinje cells, glial cells, neuronal cells, glandular cells, glandular cells, non-germinal center cells","islets of Langerhans, ovarian stroma cells, squamous epithelial cells, pneumocytes, neuropil, squamous epithelial cells, endothelial cells, squamous epithelial cells, peripheral nerve, smooth muscle cells","glial cells, cells in glomeruli, fibroblasts, myocytes, glandular cells, glandular cells, cells in tubules, glandular cells, follicle cells, non-germinal center cells, germinal center cells, macrophages, glandular cells, glandular cells, squamous epithelial cells, Langerhans, adipocytes, glandular cells, glandular cells, lymphoid tissue, adipocytes, glandular cells, myoepithelial cells, glial cells, neuronal cells, glandular cells, keratinocytes, endothelial cells, glandular cells, peripheral nerve/ganglion, glandular cells, glandular cells, melanocytes, epidermal cells, squamous epithelial cells, urothelial cells, Leydig cells, cells in seminiferous ducts, glandular cells, cells in red pulp, fibroblasts, fibroblasts, glandular cells, germinal center cells","myocytes, bile duct cells, hepatocytes, cells in granular layer, cells in endometrial stroma, cells in endometrial stroma, cells in white pulp"
Q8NFT8[35-640],Q8NFT8,DNER_HUMAN,reviewed,Delta and Notch-like epidermal growth factor-related receptor,Homo sapiens (Human),737,DNER,Purkinje cells,"glandular cells, glandular cells, epidermal cells, glandular cells, smooth muscle cells, neuronal cells, synapses","neuronal projections, neuronal cells, neuronal cells","glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, peripheral nerve/ganglion, glandular cells, endothelial cells, squamous epithelial cells, glandular cells, synapses, neuropil, glandular cells, glandular cells, lymphoid tissue, hematopoietic cells, adipocytes, glandular cells, myoepithelial cells, glial cells, glial cells, neuronal projections, synapses, cells in granular layer, cells in molecular layer, endothelial cells, respiratory epithelial cells, squamous epithelial cells, glandular cells, glandular cells, myocytes, fibroblasts, adipocytes, fibroblasts, cells in red pulp, cells in white pulp, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, glandular cells, germinal center cells, non-germinal center cells, squamous epithelial cells, urothelial cells, glandular cells, glandular cells, glandular cells, trophoblastic cells, myocytes, glial cells, neuronal projections, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, squamous epithelial cells, macrophages, germinal center cells, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, pneumocytes, glandular cells"
Q08554[135-691],Q08554,DSC1_HUMAN,reviewed,Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3),Homo sapiens (Human),894,DSC1,"cells in internal root sheath, epidermal cells, keratinocytes, follicle cells",glandular cells,myocytes,"glandular cells, urothelial cells, glandular cells, peripheral nerve/ganglion, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, endothelial cells, squamous epithelial cells, glandular cells, cells in cortex/medulla, cells in cuticle, cells in external root sheath, glial cells, glandular cells, squamous epithelial cells, glandular cells, neuropil, adipocytes, glandular cells, glandular cells, lymphoid tissue, hematopoietic cells, adipocytes, myoepithelial cells, respiratory epithelial cells, glial cells, neuronal cells, cells in granular layer, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, neuronal cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, Langerhans, melanocytes, glandular cells, smooth muscle cells, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, glandular cells, germinal center cells, non-germinal center cells, squamous epithelial cells, squamous epithelial cells, fibroblasts, glandular cells, hepatocytes, macrophages, pneumocytes, germinal center cells, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, ovarian stroma cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, myocytes"
A9X9K9[1-715],A9X9K9,A9X9K9_HUMAN,unreviewed,Desmocollin 2,Homo sapiens (Human),901,DSC2,"glandular cells, squamous epithelial cells, myocytes, glandular cells, squamous epithelial cells, squamous epithelial cells, glandular cells, epidermal cells, squamous epithelial cells, glandular cells","glandular cells, glandular cells, glandular cells, respiratory epithelial cells, hepatocytes, macrophages, urothelial cells, glandular cells, glandular cells, keratinocytes","glandular cells, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, respiratory epithelial cells, exocrine glandular cells, glandular cells, trophoblastic cells, glandular cells, glandular cells","peripheral nerve, fibroblasts, pneumocytes, cells in endometrial stroma, cells in endometrial stroma, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, peripheral nerve/ganglion, endothelial cells, lymphoid tissue, hematopoietic cells, glandular cells, myoepithelial cells, glial cells, neuronal cells, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, neuronal cells, neuropil, glandular cells, cells in granular layer, glandular cells, non-germinal center cells, chondrocytes, non-germinal center cells, germinal center cells, Leydig cells, cells in seminiferous ducts, cells in white pulp, cells in red pulp, peripheral nerve, fibroblasts, smooth muscle cells, melanocytes, follicle cells, ovarian stroma cells, islets of Langerhans, germinal center cells, myocytes, fibroblasts, Langerhans, adipocytes, adipocytes"
A9X9L0[1-715],A9X9L0,A9X9L0_HUMAN,unreviewed,Desmocollin 2,Homo sapiens (Human),901,DSC2,"glandular cells, squamous epithelial cells, myocytes, glandular cells, squamous epithelial cells, squamous epithelial cells, glandular cells, epidermal cells, squamous epithelial cells, glandular cells","glandular cells, glandular cells, glandular cells, respiratory epithelial cells, hepatocytes, macrophages, urothelial cells, glandular cells, glandular cells, keratinocytes","glandular cells, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, respiratory epithelial cells, exocrine glandular cells, glandular cells, trophoblastic cells, glandular cells, glandular cells","peripheral nerve, fibroblasts, pneumocytes, cells in endometrial stroma, cells in endometrial stroma, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, peripheral nerve/ganglion, endothelial cells, lymphoid tissue, hematopoietic cells, glandular cells, myoepithelial cells, glial cells, neuronal cells, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, neuronal cells, neuropil, glandular cells, cells in granular layer, glandular cells, non-germinal center cells, chondrocytes, non-germinal center cells, germinal center cells, Leydig cells, cells in seminiferous ducts, cells in white pulp, cells in red pulp, peripheral nerve, fibroblasts, smooth muscle cells, melanocytes, follicle cells, ovarian stroma cells, islets of Langerhans, germinal center cells, myocytes, fibroblasts, Langerhans, adipocytes, adipocytes"
A0A3B3ISU0[1-572],A0A3B3ISU0,A0A3B3ISU0_HUMAN,unreviewed,Desmocollin-2,Homo sapiens (Human),758,DSC2,"glandular cells, squamous epithelial cells, myocytes, glandular cells, squamous epithelial cells, squamous epithelial cells, glandular cells, epidermal cells, squamous epithelial cells, glandular cells","glandular cells, glandular cells, glandular cells, respiratory epithelial cells, hepatocytes, macrophages, urothelial cells, glandular cells, glandular cells, keratinocytes","glandular cells, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, respiratory epithelial cells, exocrine glandular cells, glandular cells, trophoblastic cells, glandular cells, glandular cells","peripheral nerve, fibroblasts, pneumocytes, cells in endometrial stroma, cells in endometrial stroma, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, peripheral nerve/ganglion, endothelial cells, lymphoid tissue, hematopoietic cells, glandular cells, myoepithelial cells, glial cells, neuronal cells, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, neuronal cells, neuropil, glandular cells, cells in granular layer, glandular cells, non-germinal center cells, chondrocytes, non-germinal center cells, germinal center cells, Leydig cells, cells in seminiferous ducts, cells in white pulp, cells in red pulp, peripheral nerve, fibroblasts, smooth muscle cells, melanocytes, follicle cells, ovarian stroma cells, islets of Langerhans, germinal center cells, myocytes, fibroblasts, Langerhans, adipocytes, adipocytes"
Q02487[136-694],Q02487,DSC2_HUMAN,reviewed,Desmocollin-2 (Cadherin family member 2) (Desmocollin-3) (Desmosomal glycoprotein II) (Desmosomal glycoprotein III),Homo sapiens (Human),901,DSC2,"glandular cells, squamous epithelial cells, myocytes, glandular cells, squamous epithelial cells, squamous epithelial cells, glandular cells, epidermal cells, squamous epithelial cells, glandular cells","glandular cells, glandular cells, glandular cells, respiratory epithelial cells, hepatocytes, macrophages, urothelial cells, glandular cells, glandular cells, keratinocytes","glandular cells, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, respiratory epithelial cells, exocrine glandular cells, glandular cells, trophoblastic cells, glandular cells, glandular cells","peripheral nerve, fibroblasts, pneumocytes, cells in endometrial stroma, cells in endometrial stroma, glial cells, neuronal cells, cells in glomeruli, cells in tubules, bile duct cells, peripheral nerve/ganglion, endothelial cells, lymphoid tissue, hematopoietic cells, glandular cells, myoepithelial cells, glial cells, neuronal cells, cells in molecular layer, Purkinje cells, endothelial cells, glial cells, neuronal cells, neuropil, glandular cells, cells in granular layer, glandular cells, non-germinal center cells, chondrocytes, non-germinal center cells, germinal center cells, Leydig cells, cells in seminiferous ducts, cells in white pulp, cells in red pulp, peripheral nerve, fibroblasts, smooth muscle cells, melanocytes, follicle cells, ovarian stroma cells, islets of Langerhans, germinal center cells, myocytes, fibroblasts, Langerhans, adipocytes, adipocytes"
Q14574[136-690],Q14574,DSC3_HUMAN,reviewed,Desmocollin-3 (Cadherin family member 3) (Desmocollin-4) (HT-CP),Homo sapiens (Human),896,DSC3,"squamous epithelial cells, squamous epithelial cells, keratinocytes, Langerhans, epidermal cells, squamous epithelial cells","squamous epithelial cells, decidual cells, trophoblastic cells",,"fibroblasts, germinal center cells, non-germinal center cells, urothelial cells, glandular cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, respiratory epithelial cells, non-germinal center cells, germinal center cells, pneumocytes, macrophages, hepatocytes, bile duct cells, cells in tubules, cells in glomeruli, glandular cells, neuronal cells, Leydig cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, fibroblasts, melanocytes, glandular cells, smooth muscle cells, chondrocytes, peripheral nerve, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, cells in seminiferous ducts, glial cells, myocytes, glandular cells, adipocytes, glandular cells, glandular cells, lymphoid tissue, hematopoietic cells, adipocytes, glandular cells, glandular cells, respiratory epithelial cells, glial cells, neuronal cells, cells in granular layer, cells in molecular layer, Purkinje cells, myoepithelial cells, glial cells, endothelial cells, glandular cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, glandular cells, endothelial cells, glandular cells, neuropil, neuronal cells, cells in endometrial stroma"
A0A024RC29[1-714],A0A024RC29,A0A024RC29_HUMAN,unreviewed,"Desmocollin 3, isoform CRA_b",Homo sapiens (Human),896,DSC3,"squamous epithelial cells, squamous epithelial cells, keratinocytes, Langerhans, epidermal cells, squamous epithelial cells","squamous epithelial cells, decidual cells, trophoblastic cells",,"fibroblasts, germinal center cells, non-germinal center cells, urothelial cells, glandular cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, respiratory epithelial cells, non-germinal center cells, germinal center cells, pneumocytes, macrophages, hepatocytes, bile duct cells, cells in tubules, cells in glomeruli, glandular cells, neuronal cells, Leydig cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, fibroblasts, melanocytes, glandular cells, smooth muscle cells, chondrocytes, peripheral nerve, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, cells in seminiferous ducts, glial cells, myocytes, glandular cells, adipocytes, glandular cells, glandular cells, lymphoid tissue, hematopoietic cells, adipocytes, glandular cells, glandular cells, respiratory epithelial cells, glial cells, neuronal cells, cells in granular layer, cells in molecular layer, Purkinje cells, myoepithelial cells, glial cells, endothelial cells, glandular cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, glandular cells, endothelial cells, glandular cells, neuropil, neuronal cells, cells in endometrial stroma"
O60469[18-1595],O60469,DSCAM_HUMAN,reviewed,Down syndrome cell adhesion molecule (CHD2),Homo sapiens (Human),2012,DSCAM,"glial cells, Purkinje cells, cells in molecular layer, glial cells, neuronal cells",neuropil,"neuronal cells, peripheral nerve, glial cells, neuronal cells, cells in granular layer","hematopoietic cells, adipocytes, glandular cells, myoepithelial cells, respiratory epithelial cells, endothelial cells, glandular cells, glandular cells, squamous epithelial cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, fibroblasts, keratinocytes, Langerhans, melanocytes, epidermal cells, glandular cells, smooth muscle cells, decidual cells, fibroblasts, fibroblasts, cells in red pulp, cells in white pulp, glandular cells, glandular cells, cells in seminiferous ducts, Leydig cells, glandular cells, germinal center cells, non-germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, adipocytes, glandular cells, exocrine glandular cells, endothelial cells, glandular cells, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, myocytes, islets of Langerhans, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, macrophages, pneumocytes, germinal center cells, glandular cells, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, lymphoid tissue"
